Dataset,Algorithm,CorrelationThreshold,TrueLabel,PredictedLabel,Prob_Defaults,Prob_Tuning
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.13976570674711722,0.8602342932528828
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2228103520479486,0.7771896479520514
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.41033509890208725,0.5896649010979127
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.16923371076241914,0.8307662892375807
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.15350278296624037,0.8464972170337598
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.4736433415838673,0.5263566584161326
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.03261981555353384,0.9673801844464662
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.16064691491995503,0.839353085080045
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.10695033341729347,0.8930496665827065
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.20301762954184618,0.7969823704581538
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.213171456252376,0.7868285437476237
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.27817917343414006,0.7218208265658598
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.15003163822793938,0.8499683617720608
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.15442011093871952,0.8455798890612805
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.009414173289654952,0.9905858267103449
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2135779233892334,0.7864220766107667
Baseline,SVM_Linear,0.8,Defaults,Defaults,0.5620637179453775,0.4379362820546226
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.227580227336051,0.772419772663949
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.35329881537096236,0.6467011846290378
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.32724200113522095,0.6727579988647793
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2763826409125258,0.7236173590874742
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.28506550741065373,0.7149344925893464
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.056250612092018086,0.9437493879079819
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2999377218031148,0.700062278196885
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.28388846308239507,0.716111536917605
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2156363392827011,0.7843636607172992
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2316199200686386,0.7683800799313615
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.26583930154524055,0.7341606984547596
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2832325327167909,0.7167674672832091
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2005685020340357,0.7994314979659644
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.13052979918721608,0.8694702008127839
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.20577199851336458,0.7942280014866354
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.3891407797788183,0.6108592202211817
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.2452576269120059,0.7547423730879941
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.12065775924325398,0.8793422407567462
Baseline,SVM_Linear,0.8,Tuning,Defaults,0.5451435664872128,0.4548564335127871
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.16427117728778648,0.8357288227122135
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.3326107804075743,0.6673892195924258
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.22581897331607806,0.774181026683922
