Dataset,Algorithm,CorrelationThreshold,TrueLabel,PredictedLabel,Prob_Defaults,Prob_Tuning
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.15912630915546758,0.8408736908445326
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.22877356139181854,0.7712264386081815
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.41060600336751363,0.5893939966324863
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.1806259419655946,0.8193740580344054
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.16818036395500854,0.8318196360449917
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.4236846586355707,0.5763153413644294
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.05544170484245949,0.9445582951575406
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.17282476663255875,0.8271752333674411
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.15020390085298163,0.8497960991470183
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2150713542828132,0.7849286457171869
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2224680752610673,0.7775319247389327
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.2827122940682977,0.7172877059317022
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.1715350744738797,0.8284649255261204
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.17851809573414754,0.8214819042658524
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.02254707757655035,0.9774529224234496
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.22321938829872445,0.7767806117012757
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.47642623317305555,0.5235737668269443
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.23423424932261086,0.7657657506773892
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.3378517314054496,0.6621482685945504
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.309533004112137,0.6904669958878629
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2694320228800323,0.730567977119968
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.27650445698727544,0.7234955430127243
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.08261712992355162,0.9173828700764483
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.28889353277855334,0.7111064672214467
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.27352935869006373,0.7264706413099363
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2218656460692241,0.7781343539307756
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.23478851258116512,0.765211487418835
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2605144107402063,0.7394855892597938
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.27425379982511394,0.7257462001748863
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2077136541881688,0.7922863458118312
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.14739380648693712,0.8526061935130628
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.21196706063843235,0.7880329393615674
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.3518115491280905,0.6481884508719095
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.250857372322829,0.7491426276771709
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.1378869281190221,0.8621130718809779
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.4806666600937514,0.5193333399062486
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.18177046215777137,0.8182295378422287
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.3155168516455748,0.6844831483544253
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.22985860582924927,0.7701413941707508
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.4451440392866668,0.5548559607133332
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.3053353913440512,0.694664608655949
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.0066779760090211115,0.9933220239909788
Baseline,SVM_Linear,0.8,Tuning,Defaults,0.7085312700182553,0.2914687299817446
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.27183743770394436,0.7281625622960555
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.14845199272780168,0.8515480072721983
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.34931318636302966,0.6506868136369705
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.4054787968068074,0.5945212031931927
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.12146550979169232,0.8785344902083077
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2735042921604255,0.7264957078395746
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.11129783190810663,0.8887021680918933
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.32123351213943396,0.6787664878605661
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.16287051216344045,0.8371294878365598
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.18498315931273093,0.815016840687269
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.2775374853646402,0.7224625146353599
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.3838201075924562,0.6161798924075439
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.3726814821562812,0.6273185178437188
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.29123179277231515,0.7087682072276846
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.41145156589563503,0.5885484341043649
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.3555600736254749,0.6444399263745252
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.25559908802354386,0.7444009119764561
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.03910455649593644,0.9608954435040633
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.17422691549804373,0.8257730845019563
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.2261768223178292,0.7738231776821709
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.4383629313718295,0.5616370686281704
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.3137190505183114,0.6862809494816886
Baseline,SVM_Linear,0.8,Defaults,Tuning,0.3350284155579763,0.6649715844420238
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.20291227646080215,0.7970877235391979
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.31491342370627434,0.6850865762937257
Baseline,SVM_Linear,0.8,Tuning,Tuning,0.3089494055147816,0.6910505944852187
